,,,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
134 寄託契約 ,contract of bailment,寄託契約,,,,,,,,,,,
135 押匯 ,negotiation ,洽購,,,,,,,,,,,
136 合理期間 ,reasonable length of time,合理期間,,,,,,,,,,,
137 相當時間 ,reasonable length of time,合理期間,,,,,,,,,,,
138 嚴格一致原則 ,principal of strict agreement,嚴格一致原則,,,,,,,,,,,
139 寄倉期間 ,,,,,,,,,,,,,
140 CIF ,"Cost, Insurance & Freight",含保險與運費,,,,,,,,,,,
141 華沙公約 ,warsaw convention,華沙公約,,,,,,,,,,,
142 FIATA,federation international des association de transitaireset assimiles,國際承攬業者聯盟,,,,,,,,,,,
143 國際航空運輸公約 ,international air transport agreement,國際航空運輸協定,,,,,,,,,,,
144 D/P 條件付款 ,Documents against Payments,付款交單,Documents against Payment at sight,即期付款交單,Documents against Payment after sight,遠期付款交單,,,,,,,
145 運送契約 ,contract of carriage,運輸契約,,,,,,,,,,,
146 直放提單 ,surrendered bill of lading,電放提單,,,,,,,,,,,
147 電放提單 ,surrendered bill of lading,電放提單,,,,,,,,,,,
148 準據法 ,applicable law,準據法,,,,,,,,,,,
149 國際私法之定性 ,the characterization of international private law,國際私法之定性,,,,,,,,,,,
150 涉外民事法律適用法 ,application of law in civil relations involving foreign elements,涉外民事法律適用法,,,,,,,,,,,
151 第三人利益契約 ,third party beneficiary contract,第三人利益契約,stipulation in favor of a third party,第三人利益條款,,,,,,,,,
152 委任契約 ,contract of mandate,委任契約,letter of appointment,委任書,act of commission,委任行為,,,,,,,
153 國際匯款契約 ,international contract of remittance,國際匯款契約,,,,,,,,,,,
154 定性 ,characterization,定性,,,,,,,,,,,
155 寄託契約 （同134）,contract of bailment,寄託契約,,,,,,,,,,,
156 電匯 ,telegraphic exchange,電匯,telegraphic trasfer rate,電匯匯率,,,,,,,,,
157 出口託收 ,outward collection ,出口託收,application for documentary bills for collection,出口託收申請書,acceptance created against export collection,出口託收承兌,,,,,,,
158 託收 ,apply for collection,託收,,,,,,,,,,,
159 信用狀 （同48）,a letter of credit,信用狀,,,,,,,,,,,
160 押匯 ,negotiation ,洽購,,,,,,,,,,,
161 三角貿易 ,triangular trade,三角貿易,triangular barter trade,三角易貨貿易,three-cornered exchange,三角套匯,,,,,,,
162 載貨證券 ,a bill of lading,提單,,,,,,,,,,,
163 託運人 ,shipper,託運人,,,,,,,,,,,
164 受貨人 ,cargo accepter ,貨物領受人,,,,,,,,,,,
165 受通知人 ,notified party,被通知人,notifier,通知人,,,,,,,,,
166 出口商 ,exporter,出口商,export agent,出口商代理人,export house,出口商行,,,,,,,
167 運送契約（同145）,contract of carriage,運輸契約,,,,,,,,,,,
168 開狀銀行（同115）,the bank which opens a letter of credit,,,,,,,,,,,,
169 受益人 ,beneficiary in favor of,受益人,beneficiary,受益方,,,,,,,,,
170 單據審查 ,vouchers examination,單據審查,,,,,,,,,,,
171 嚴格一致原則（同138） ,principal of strict agreement,嚴格一致原則,,,,,,,,,,,
172 合理時間 ,reasonable length of time,合理期間,,,,,,,,,,,
173 相當時間 ,reasonable length of time,合理期間,,,,,,,,,,,
174 表面相符 ,apparent compliance,表面相符,strict compliance,嚴格相符,,,,,,,,,
175 嚴格相符 ,strict compliance,嚴格相符,apparent compliance,表面相符,,,,,,,,,
176 FOB ,free on board,離岸(價格),,,,,,,,,,,
177 C&F ,cost and freight,成本加運費價,,,,,,,,,,,
178 運送人 ,carrier,運送人,,,,,,,,,,,
179 留置 ,retention or lien,留置,right of lien,留置權,lienor,留置權人,,,,,,,
180 運費先付 ,freight prepaid,運費先付,freight forward,運費到付,,,,,,,,,
181 運費到付 ,freight forward,運費到付,freight prepaid,運費先付,,,,,,,,,
182 承攬運送 ,carriage of contract for work,承攬運送,,,,,,,,,,,
183 國際商務 ,international commerce,國際商務,,,,,,,,,,,
184 託收統一規則 ,uniform rules for collections,託收統一規則,,,,,,,,,,,
185 託收銀行 ,collection bank,託收銀行,remitting bank,匯款銀行,,,,,,,,,
186 Collecting Bank ,collection bank,託收銀行,,,,,,,,,,,
187 代收銀行 ,presenting bank,提示銀行,,,,,,,,,,,
188 提示銀行 ,presenting bank,提示銀行,,,,,,,,,,,
189 Presenting Bank ,presenting bank,提示銀行,,,,,,,,,,,
190 D/P ,documents against payment,付款交單,,,,,,,,,,,
191 Principal ,principal,當事人,,,,,,,,,,,
192 Remitting Bank ,collection bank,託收銀行,,,,,,,,,,,
193 Against payment ,documents against payment,付款交單,,,,,,,,,,,
194 Documents ,documents against payment,付款交單,,,,,,,,,,,
195 付款交單 ,documents against payment,付款交單,,,,,,,,,,,
196 本人 ,principal,當事人,in person,親自,party concerned,當事人,,,,,,,
197 買賣確認書 ,letter of confirmation of sale,買賣確認書,,,,,,,,,,,
198 信用狀交付 ,delivery of letter of credit,信用狀之交付,,,,,,,,,,,
199 買賣契約 ,contract of sale,買賣契約,,,,,,,,,,,
200 國際貿易契約 ,contract of international trade,國際貿易契約,,,,,,,,,,,
201 國際買賣契約 ,international contract for sale,國際買賣契約,,,,,,,,,,,
202 諾成契約 ,consensual contract,諾成契約,,,,,,,,,,,
203 契約成立 ,agreement of contract,契約的合意,essence of contract,契約成立要件,,,,,,,,,
204 意思表示 ,expressed intention,意思表示,,,,,,,,,,,
205 合意 ,agreement,合意,,,,,,,,,,,
206 提付仲裁 ,give to judicial arbitration,交付司法仲裁,,,,,,,,,,,
207 仲裁中斷時效 ,interrupt the running of the statute of limitation,中斷時效,,,,,,,,,,,
208 仲裁中斷時效時點 ,time of interruption,中斷時間,,,,,,,,,,,
209 仲裁繫屬 ,arbitral jurisdiction,仲裁的管轄,,,,,,,,,,,
210 仲裁繫屬時點 ,time of arbitral jurisdiction,仲裁管轄的時點,,,,,,,,,,,
211 程序選擇權 ,right of choice of proceeding,程序的選擇權,,,,,,,,,,,
212 聯合國 ,united nations,聯合國,,,,,,,,,,,
213 國際商務仲裁模範法 ,model law on international commercial arbitration,國際商務仲裁模範法,,,,,,,,,,,
214 代理 ,angency,代理,angent,代理人,authority of angency,代理權,,,,,,,
215 自己名義 ,principal,當事人,,,,,,,,,,,
216 契約當事人 ,party concerned of contract,契約的當事人一方,party concerned,當事人,,,,,,,,,
217 D/P條件付款 ,Documents against Payments,付款交單,Documents against Payment at sight,即期付款交單,Documents against Payment after sight,遠期付款交單,,,,,,,
218 提單 ,a bill of lading,載貨證券,marine bill of lading,海運提單,,,,,,,,,
219 載貨證券 ,a bill of lading,提單,,,,,,,,,,,
220 證券文義性 ,the facts concerning the carriage are determined by the tenor of the bill of lading,運送事項依提單之記載,,,,,,,,,,,
221 繳還證券 ,return the bill,歸還證券,,,,,,,,,,,
222 繳回證券 ,return the bill,歸還證券,,,,,,,,,,,
223 擔保書 ,surety-bond,擔保書,guarantee contract,擔保契約,,,,,,,,,
224 FOB ,free on board,離岸(價格),,,,,,,,,,,
225 背面制式條款 ,the clause in back side,背面條款,,,,,,,,,,,
226 定型化 ,adhesion,定型化,adhesion contract,定型化契約,,,,,,,,,
227 危險負擔之移轉 ,transfer risk-taking,移轉危險負擔,,,,,,,,,,,
228 瑕疵 ,defect,瑕疵,,,,,,,,,,,
229 國際貿易慣例 ,customary practice in international commercial transaction,國際商業交易慣例,,,,,,,,,,,
230 國際交易習慣 ,customary practice in international commercial transaction,國際商業交易慣例,,,,,,,,,,,
231 託運人 ,shipper,託運人,,,,,,,,,,,
232 運送人 ,carrier,運送人,,,,,,,,,,,
233 受貨人 ,cargo accepter ,貨物領受人,,,,,,,,,,,
234 承攬運送契約 ,contarct of carriage work,承攬運送契約,,,,,,,,,,,
235 電報放貸 ,telegraphic loans,電報的貸款,,,,,,,,,,,
236 Telex Release ,Telex Release(surrendered bill of lading),收貨人憑“電放提單”傳真件提貨,surrendered (surrendered bill of lading),在目的港由托運人指定的收貨人憑身份提貨,,,,,,,,,
237 海上貨運單 ,marine waybill,海上貨運單,shipping document,貨運單據,,,,,,,,,
238 國際商務 ,international commerce,國際商務,,,,,,,,,,,
239 國際貿易,international trade,國際貿易,international commerce,國際商務,,,,,,,,,
（林志潔老師）,,,,,,,,,,,,,
1 性交易 ,prostitution,,,,,,,,,,,,
2 嫖客 ,brothel frequenter,,,,,,,,,,,,
3 賣淫 ,prostitute,,,,,,,,,,,,
4 散布性交易訊息 ,spreading messages of the sexual transaction,,,,,,,,,,,,
5 錯誤 ,error,,mistake,,,,,,,,,,
6 合意性交 ,agreement,合意,,,,,,,,,,,
7 所知所犯 ,mistake,,,,,,,,,,,,
8 加重要件 ,aggravated resulting crime,加重結果犯,,,,,,,,,,,
9 未滿十四歲 ,less than 14,,under the age of 14,,,,,,,,,,
10 乘機性交 ,intercourse with a unconcious person,,,,,,,,,,,,
11 乘機猥褻 ,obscenity with a unconcious person,,,,,,,,,,,,
12 違反被害人意願 ,against the victim's will,,,,,,,,,,,,
13 不能或不知抗拒 ,incapable to resist,不能抗拒,,,,,,,,,,,
14 合意猥褻 ,consentual obscenity,,,,,,,,,,,,
15 智能障礙 ,intellectual disability,,mental retardation,,,,,,,,,,
16 對價 ,quid-pro-quo,,price,,thing received,,,,,,,,
17 未滿十六歲 ,less than 16,,under the age of 16,,,,,,,,,,
18 性行為同意能力 ,capable to consent,,,,,,,,,,,,
19 強制猥褻未遂 ,attempt to forcible sexual intercourse,,,,,,,,,,,,
20 強制猥褻致死 ,compulsory indecency cause death,,,,,,,,,,,,
21 陽台墜樓 ,fall down from the balcony ,,,,,,,,,,,,
22 結合犯 ,integrative offense,,,,,,,,,,,,
23 時間空間密接性 ,proximate,,,,,,,,,,,,
24 行為掌控 ,under the control,,,,,,,,,,,,
25 臨時起意 ,temporary intention,,,,,,,,,,,,
26 利用權勢 ,abuse the power,,,,,,,,,,,,
27 利用機會 ,abuse the opportunity,,,,,,,,,,,,
28 教育關係 ,educational relationship,,,,,,,,,,,,
29 權力支配 ,under his power or control,,,,,,,,,,,,
30 強制性交 ,forcible rape,,,,,,,,,,,,
31 施用詐術性交 ,intercourse by deception,,,,,,,,,,,,
32 民俗療法 ,folk medicine,,,,,,,,,,,,
33 違反意願 ,against the will,,,,,,,,,,,,
34 喪失自己之意思 ,involuntary,,,,,,,,,,,,
35 依賴甚深 ,depend on ,,,,,,,,,,,,
36 不敢抗拒 ,hard to resist,,,,,,,,,,,,
37 壓迫性情境 ,compelling conditon ,,,,,,,,,,,,
38 低度強制手段 ,low-level threaten means,,,,,,,,,,,,
39 改變運勢 ,change the fortune,,,,,,,,,,,,
40 恐嚇 ,extortion,,,,,,,,,,,,
41 詐欺 ,fraud,,,,,,,,,,,,
42 陰陽交合 ,intercourse,性交,,,,,,,,,,,
43 自身迷信 ,superstitious,,,,,,,,,,,,
44 違反其意願之方法 ,against the will,,,,,,,,,,,,
45 脅迫 ,threaten,,,,,,,,,,,,
46 自願 ,voluntary ,,,,,,,,,,,,
47 強拍裸照 ,force to take nude pictures,,,,,,,,,,,,
48 法律變更 ,modification,,change,,alteration,,,,,,,,
49 十四歲以下 ,under the age of 14,,,,,,,,,,,,
50 加重強制性交 ,forcible sexual intercourse,,,,,,,,,,,,
51 對精神、身體障礙或其他心智缺陷之人犯之 ,to mental retarded or physical incapable persons,,,,,,,,,,,,
52 不確定故意 ,knowingly,,,,,,,,,,,,
53 以藥劑犯之 ,by medicine or drug,,,,,,,,,,,,
54 著手之認定 ,the test to attempts,,,,,,,,,,,,
55 對被害人施以凌虐 ,torture the vitim,,,,,,,,,,,,
56 加重強制猥褻 ,aggravated forcible obscenity,,,,,,,,,,,,
57 利用駕駛大眾運輸交通工具之機會 ,by public transportation,,,,,,,,,,,,
58 攜帶兇器 ,armed,,,,,,,,,,,,
59 使用兇器 ,use the weapon,,,,,,,,,,,,
60 殺傷力 ,lethality,,,,,,,,,,,,
61 玩具手槍 ,toy gun,,toy pistol,,,,,,,,,,
62 二人以上共同犯之者 ,commit crime with more than two persons,,,,,,,,,,,,
63 輪姦罪 ,gang rape,,,,,,,,,,,,
64 共同正犯 ,joint principal offender,,,,,,,,,,,,
65 新舊法割裂適用 ,seperated application of latter and former acts,,,,,,,,,,,,
66 有利原則 ,favorable principle,,the law favorable to the plaintiff,有利原告原則,principle of for the defendant,有利被告原則,,,,,,,
67 從輕原則 ,the principle of lighter punishment,,,,,,,,,,,,
68 連續犯 ,continuing offence,,,,,,,,,,,,
69 未滿十四歲男女之身心發展利益 ,the development interest of the youth under fourteen,,,,,,,,,,,,
70 間接故意 ,indirect intention,,indirect intent,,,,,,,,,,
71 侵入住宅 ,trespass,,trespass on the residences,,trespass on the dwelling,,,,,,,,
72 亙時性 ,time-continuity,,,,,,,,,,,,
73 法條競合 ,merge,,,,,,,,,,,,
74 想像競合 ,merge,,,,,,,,,,,,
75 滿足性慾 ,to satisfy the sexuality,,sexual gratification,,,,,,,,,,
76 強吻案 ,the case of kiss-ravishment,,the case of ravishing a kiss,,,,,,,,,,
77 親吻 ,kiss,,,,,,,,,,,,
78 猥褻 ,obscenity,,indecency,,,,,,,,,,
79 強制猥褻 ,compulsory obscenity,,,,,,,,,,,,
80 傾向犯 ,crime of tendency,,,,,,,,,,,,
81 性意涵 ,implication of sex,,,,,,,,,,,,
82 身體接觸 ,body contact,,,,,,,,,,,,
83 自慰 ,masturbation,,,,,,,,,,,,
84 阻卻構成要件同意 ,mistake of fact defense,錯誤,,,,,,,,,,,
85 詐術 ,fraudulent means,,,,,,,,,,,,
86 裸照 ,nude,,naked pictures,,,,,,,,,,
87 同意瑕疵 ,fault consent,,defect consent,,,,,,,,,,
88 襲胸 ,chest-raids,,,,,,,,,,,,
89 性騷擾 ,sexual harassment,,,,,,,,,,,,
90 低強制程度 ,low compulsory extent,,low forcible degree,,,,,,,,,,
91 強制手段,compulsory means,,,,,,,,,,,,
（林昀嫻老師）,,,,,,,,,,,,,
1 勘驗 ,inspection,勘驗,,,,,,,,,,,
2 在場權 ,right to presence,在場權,right of presence,在場權,right to be present,在場權,,,,,,,
3 辯護人 ,defense attorney,辯護人,,,,,,,,,,,
4 勘驗筆錄 ,inspection and written statement,勘驗與筆錄,inspection and record,勘驗與筆錄,,,,,,,,,
5 法官助理 ,law clerk,法官助理,,,,,,,,,,,
6 證人之訊問 ,examination of a witness,證人訊問,interrogation of a witness,證人之訊問,,,,,,,,,
7 不正之方法 ,undue method,不正方法,improper means ,不正之方法,,,,,,,,,
8 任意性 ,voluntariness,任意性,,,,,,,,,,,
9 全程連續錄音 ,record the whole proceeding without interruption in audio,全程連續錄音,,,,,,,,,,,
10 警詢筆錄 ,written statement of interrogation(examination) by police officer,警詢筆錄,record of interrogation(examination) by police officer,警詢筆錄,,,,,,,,,
11 證人之詢問 ,examination of a witness,證人訊問/詢問,interrogation of a witness,證人之詢問/訊問,,,,,,,,,
12 比例原則 ,principle of proportionality,比例原則,,,,,,,,,,,
13 告知義務 ,duty of disclosure,告知義務,obligation to inform,告知義務,duty to inform,告知義務,,,,,,,
14 詐欺取得自白 ,confession obtained through fraudulent,詐欺取得自白,,,,,,,,,,,
15 證據能力 ,admissibility of evidence,證據能力(證據地可接納性),qualification of evidence,證據能力,,,,,,,,,
16 選任辯護 ,retention of a defense attorney,選任辯護人,retain defense attorneys,選任辯護人,,,,,,,,,
17 搜索扣押 ,search and seizure,搜索與扣押,,,,,,,,,,,
18 同意搜索 ,search with the voluntary consent of the person being searched,同意搜索,,,,,,,,,,,
19 相驗 ,examination,相驗,,,,,,,,,,,
20 證據證明力 ,probative value of evidence,證據證明力,,,,,,,,,,,
21 機關鑑定 ,an expert examination made by an establishment,機關所做之鑑定,an expert examination made by an authority,機關所做之鑑定,,,,,,,,,
22 鑑定 ,expert examination,鑑定,expert opinion,鑑定,,,,,,,,,
23 測謊 ,,,,,,,,,,,,,
24 違法搜索 ,unlawful search,違法搜索,illegal search,違法搜索,,,,,,,,,
25 誘捕偵查 ,entrapment investigation,誘捕偵查,,,,,,,,,,,
26 陷害教唆 ,circumvention instigation,陷害教唆,agent provocateur,陷害教唆,,,,,,,,,
27 釣魚 ,,,,,,,,,,,,,
28 機會提供 ,give opportunities,給予機會,offer opportunities,提供機會,,,,,,,,,
29 犯意誘發 ,inducement of criminal intent,犯意誘發,enticement of criminal intent,犯意誘發,,,,,,,,,
30 令狀原則 ,writ ,,,,,,,,,,,,
31 搜索票 ,search warrant,搜索票,,,,,,,,,,,
32 空白搜索 ,,,,,,,,,,,,,
33 違法蒐集證據 ,collecting evidence illegally/unlawfully,違法蒐集證據,,,,,,,,,,,
34 無令狀搜索 ,warrantless search,無令狀搜索,,,,,,,,,,,
35 附帶搜索 ,ancillary search,附帶搜索,search incident to arrest,附帶搜索,,,,,,,,,
36 逕行搜索 ,search without a warrant,逕行搜索,without a searh warrant,逕行搜索,,,,,,,,,
37 臨檢 ,examination,臨檢,inspection,臨檢,roadside check,臨檢盤查,stop check,臨檢,visit and check,臨檢,,,
38 盤查 ,interrogate,盤查,investigate,盤查,roadside check,臨檢盤查,stop frisk,盤查,,,,,
39 查證 ,investigation of evidence,調查證據,examination of evidence,查證,,,,,,,,,
40 自願性同意 ,voluntary consent,自願性同意,,,,,,,,,,,
41 非依法定程序 ,in violation of the procedure prescribed by the law ,違背法定程序,violate the legal procedure (violation of legal procedure),違背法定程序,,,,,,,,,
42 逾期監聽 ,overdue wiretapping,逾期監聽,,,,,,,,,,,
43 監聽錄音 ,,,,,,,,,,,,,
44 證據排除原則 ,exclusionary rules,證據排除法則,,,,,,,,,,,
45 私人取證 ,evidence obtained by individual,私人取證,evidence collected by individual,私人取證,,,,,,,,,
46 法規範一致性說 ,coherence of legal norms,法規範一致性,,,,,,,,,,,
47 秘密通訊自由 ,freedom of secret communication,秘密通訊自由,freedom of communication,通訊自由,,,,,,,,,
48 通訊監察 ,communication interception,通訊監察,communication monitoring,通訊監察,,,,,,,,,
49 監聽,wiretapping,監聽,eavesdropping,監聽,audit and inspection,監聽,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
1 常業詐欺罪 ,,,,,,,,,,,,,
2 反覆實施同一犯罪之虞 ,,,,,,,,,,,,,
3 確定判決效力 ,,,,,,,,,,,,,
4 具保聲請停止羈押 ,,,,,,,,,,,,,
5 羈押之原因 ,,,,,,,,,,,,,
6 社會安全 ,,,,,,,,,,,,,
7 羈押原因 ,,,,,,,,,,,,,
8 有事實足認有逃亡之虞 ,,,,,,,,,,,,,
9 具保停止羈押 ,,,,,,,,,,,,,
10 聲請羈押被告 ,,,,,,,,,,,,,
11 限制住居 ,,,,,,,,,,,,,
12 羈押 ,,,,,,,,,,,,,
13 人身自由 ,,,,,,,,,,,,,
14 裁量 ,,,,,,,,,,,,,
15 逃亡之虞 ,,,,,,,,,,,,,
16 自由證明原則 ,,,,,,,,,,,,,
17 經驗法則 ,,,,,,,,,,,,,
18 論理法則 ,,,,,,,,,,,,,
19 比例原則 ,,,,,,,,,,,,,
20 職權範圍 ,,,,,,,,,,,,,
21 重罪條款 ,,,,,,,,,,,,,
22 相當理由 ,,,,,,,,,,,,,
23 最後必要手段 ,,,,,,,,,,,,,
24 訊問 ,,,,,,,,,,,,,
25 延長羈押 ,,,,,,,,,,,,,
26 停止羈押 ,,,,,,,,,,,,,
27 再執行羈押 ,,,,,,,,,,,,,
28 逃亡之事實 ,,,,,,,,,,,,,
29 否認犯罪 ,,,,,,,,,,,,,
30 防禦權之行使 ,,,,,,,,,,,,,
31 預防性羈押 ,,,,,,,,,,,,,
32 反覆實行同一犯罪之虞 ,,,,,,,,,,,,,
33 具保 ,,,,,,,,,,,,,
34 常業竊盜 ,,,,,,,,,,,,,
35 事實審法院 ,,,,,,,,,,,,,
36 羈押之必要 ,,,,,,,,,,,,,
37 心證理由 ,,,,,,,,,,,,,
38 聲請停止羈押 ,,,,,,,,,,,,,
39 重刑 ,,,,,,,,,,,,,
40 繼續執行羈押 ,,,,,,,,,,,,,
41 撤銷羈押 ,,,,,,,,,,,,,
42 法定撤銷羈押 ,,,,,,,,,,,,,
43 擬制撤銷羈押 ,,,,,,,,,,,,,
44 羈押之事由 ,,,,,,,,,,,,,
45 羈押期間 ,,,,,,,,,,,,,
46 押票 ,,,,,,,,,,,,,
47 羈押處分 ,,,,,,,,,,,,,
48 受命法官 ,,,,,,,,,,,,,
49 救濟 ,,,,,,,,,,,,,
50 撤銷或變更羈押處分 ,,,,,,,,,,,,,
51 準抗告 ,,,,,,,,,,,,,
52 送達 ,,,,,,,,,,,,,
53 發回更審,,,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
1 嫌疑保留 ,,,,,,,,,,,,,
2 搜索票 ,,,,,,,,,,,,,
3 必要時 ,,,,,,,,,,,,,
4 相當理由 ,,,,,,,,,,,,,
5 形式要件書面 ,,,,,,,,,,,,,
6 緊急搜索 ,,,,,,,,,,,,,
7 臨檢 ,,,,,,,,,,,,,
8 情況急迫 ,,,,,,,,,,,,,
9 身體搜索 ,,,,,,,,,,,,,
10 保全證據 ,,,,,,,,,,,,,
11 附帶搜索 ,,,,,,,,,,,,,
12 拘提 ,,,,,,,,,,,,,
13 一目了然 ,,,,,,,,,,,,,
14 扣押筆錄 ,,,,,,,,,,,,,
15 同意搜索 ,,,,,,,,,,,,,
16 令狀主義 ,,,,,,,,,,,,,
17 另案扣押 ,,,,,,,,,,,,,
18 偶然發現 ,,,,,,,,,,,,,
19 概括搜索票禁止原則 ,,,,,,,,,,,,,
20 逕行搜索 ,,,,,,,,,,,,,
21 搜索處所 ,,,,,,,,,,,,,
22 在場權 ,,,,,,,,,,,,,
23 逮捕 ,,,,,,,,,,,,,
24 合法拘提 ,,,,,,,,,,,,,
25 交通工具 ,,,,,,,,,,,,,
26 私人取證 ,,,,,,,,,,,,,
27 實施搜索權限 ,,,,,,,,,,,,,
28 目的解釋 ,,,,,,,,,,,,,
29 程序從新 ,,,,,,,,,,,,,
30 溯及效力 ,,,,,,,,,,,,,
31 自願性同意 ,,,,,,,,,,,,,
32 實質審查 ,,,,,,,,,,,,,
33 權衡原則 ,,,,,,,,,,,,,
34 傳聞同意 ,,,,,,,,,,,,,
35 自由證明 ,,,,,,,,,,,,,
36 附帶扣押 ,,,,,,,,,,,,,
37 同意權限 ,,,,,,,,,,,,,
38 搜索同意書 ,,,,,,,,,,,,,
39 事後追認 ,,,,,,,,,,,,,
40 陳報法院 ,,,,,,,,,,,,,
41 現行犯 ,,,,,,,,,,,,,
42 偵查報告書,,,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
1 重婚 ,,,,,,,,,,,,,
2 不堪同居之虐待 ,,,,,,,,,,,,,
3 分居中之虐待 ,,,,,,,,,,,,,
4 對他方直系親屬為虐待 ,,,,,,,,,,,,,
5 惡意遺棄他方 ,,,,,,,,,,,,,
6 難以維持婚姻重大事由 ,,,,,,,,,,,,,
7 人格尊嚴 ,,,,,,,,,,,,,
8 濫行告訴 ,,,,,,,,,,,,,
9 猥褻 ,,,,,,,,,,,,,
10 履行同居義務 ,,,,,,,,,,,,,
11 惡意遺棄 ,,,,,,,,,,,,,
12 別居中遺棄 ,,,,,,,,,,,,,
13 家庭生活費用 ,,,,,,,,,,,,,
14 有責程度 ,,,,,,,,,,,,,
15 後天免疫缺乏症候群 ,,,,,,,,,,,,,
16 愛滋病 ,,,,,,,,,,,,,
17 不治之惡疾 ,,,,,,,,,,,,,
18 重大不治之精神病 ,,,,,,,,,,,,,
19 減刑 ,,,,,,,,,,,,,
20 宣告刑 ,,,,,,,,,,,,,
21 犯不名譽之罪被處徒刑 ,,,,,,,,,,,,,
22 共犯不名譽之罪 ,,,,,,,,,,,,,
23 共犯向他方訴請離婚 ,,,,,,,,,,,,,
24 概括離婚事由 ,,,,,,,,,,,,,
25 不能人道 ,,,,,,,,,,,,,
26 雙方主觀有離婚意思 ,,,,,,,,,,,,,
27 協議離婚 ,,,,,,,,,,,,,
28 感情疏離 ,,,,,,,,,,,,,
29 長期分居 ,,,,,,,,,,,,,
30 婚姻之破綻 ,,,,,,,,,,,,,
31 通姦 ,,,,,,,,,,,,,
32 與配偶外之人合意性交 ,,,,,,,,,,,,,
33 不當交往,,,,,,,,,,,,,
（林昀嫺老師）,,,,,,,,,,,,,
1 親權濫用 ,,,,,,,,,,,,,
2 交還子女 ,,,,,,,,,,,,,
3 交付子女 ,,,,,,,,,,,,,
4 無法行使親權 ,,,,,,,,,,,,,
5 親權事項變動 ,,,,,,,,,,,,,
6 親權 ,,,,,,,,,,,,,
7 監護人 ,,,,,,,,,,,,,
8 共同親權 ,,,,,,,,,,,,,
9 破綻主義 ,,,,,,,,,,,,,
10 會面交往權 ,,,,,,,,,,,,,
11 未成年監護 ,,,,,,,,,,,,,
12 法定監護人 ,,,,,,,,,,,,,
13 監護人之不適任 ,,,,,,,,,,,,,
14 改定監護人 ,,,,,,,,,,,,,
15 家庭暴力 ,,,,,,,,,,,,,
16 親權之行使 ,,,,,,,,,,,,,
17 親權人之不適任 ,,,,,,,,,,,,,
18 停止親權 ,,,,,,,,,,,,,
19 單獨親權 ,,,,,,,,,,,,,
20 選定監護人 ,,,,,,,,,,,,,
21 特別代理人 ,,,,,,,,,,,,,
22 子女之特有財產 ,,,,,,,,,,,,,
23 親權酌定事項 ,,,,,,,,,,,,,
24 同一親權人原則 ,,,,,,,,,,,,,
25 照顧繼續性原則 ,,,,,,,,,,,,,
26 收養認可 ,,,,,,,,,,,,,
27 國際收養 ,,,,,,,,,,,,,
28 監護人改定 ,,,,,,,,,,,,,
29 受監護宣告之人 ,,,,,,,,,,,,,
30 成年監護 ,,,,,,,,,,,,,
31 雙方代理 ,,,,,,,,,,,,,
32 利益相反 ,,,,,,,,,,,,,
33 否認子女之訴 ,,,,,,,,,,,,,
34 血統認識權 ,,,,,,,,,,,,,
35 確認親子關係不存在 ,,,,,,,,,,,,,
36 子女扶養費 ,,,,,,,,,,,,,
37 扶養費之履行確保 ,,,,,,,,,,,,,
38 完全之扶養 ,,,,,,,,,,,,,
39 重大事項 ,,,,,,,,,,,,,
40 不能同居之正當理由 ,,,,,,,,,,,,,
41 住所指定權 ,,,,,,,,,,,,,
42 自主利益 ,,,,,,,,,,,,,
43 發展利益 ,,,,,,,,,,,,,
44 基本利益 ,,,,,,,,,,,,,
45 將來給付之訴 ,,,,,,,,,,,,,
46 血統真實性,,,,,,,,,,,,,
（蔡穎芳老師）,,,,,,,,,,,,,
1 物保 ,,,,,,,,,,,,,
2 人保 ,,,,,,,,,,,,,
3 優先權 ,,,,,,,,,,,,,
4 保證 ,,,,,,,,,,,,,
5 代位 ,,,,,,,,,,,,,
6 物上保證人求償權 ,,,,,,,,,,,,,
7 不動產 ,,,,,,,,,,,,,
8 工作物 ,,,,,,,,,,,,,
9 法定抵押權 ,,,,,,,,,,,,,
10 承攬 ,,,,,,,,,,,,,
11 區分所有 ,,,,,,,,,,,,,
12 定作人 ,,,,,,,,,,,,,
13 物保責任優先 ,,,,,,,,,,,,,
14 責任平等 ,,,,,,,,,,,,,
15 承受 ,,,,,,,,,,,,,
16 發生 ,,,,,,,,,,,,,
17 共同抵押 ,,,,,,,,,,,,,
18 混同 ,,,,,,,,,,,,,
19 共有 ,,,,,,,,,,,,,
20 應有部份 ,,,,,,,,,,,,,
21 抵押權 ,,,,,,,,,,,,,
22 不可分性 ,,,,,,,,,,,,,
23 擔保 ,,,,,,,,,,,,,
24 保險金 ,,,,,,,,,,,,,
25 賠償金 ,,,,,,,,,,,,,
26 物上代位性 ,,,,,,,,,,,,,
27 代位物 ,,,,,,,,,,,,,
28 債權 ,,,,,,,,,,,,,
29 建築物 ,,,,,,,,,,,,,
30 土地 ,,,,,,,,,,,,,
31 承攬人抵押權 ,,,,,,,,,,,,,
